Name,Address,City,State,Zip Code,Phone Number,Full Address,Rating,Review Count,URL
Summit Hills Apartments Business Office,8504 16th St,Silver Spring,MD,20910,+1-301-587-5350,"8504 16th St,Silver Spring, MD 20910",5.0,1,http://www.yelp.com/biz/summit-hills-apartments-business-office-silver-spring
Siena Park,2301 Columbia Pike,Arlington,VA,22204,+1-864-324-0465,"2301 Columbia Pike,Columbia Heights,Arlington, VA 22204",5.0,4,http://www.yelp.com/biz/siena-park-arlington-2
Capitol Park Plaza,201 I St SW,Washington,DC,20024,+1-202-488-4500,"201 I St SW,Washington, DC 20024",2.0,12,http://www.yelp.com/biz/capitol-park-plaza-washington-2
Avery Park,1801 Hampshire Green Lane,Silver Spring,MD,20903,+1-877-528-6136,"1801 Hampshire Green Lane,Silver Spring, MD 20903",1.5,2,http://www.yelp.com/biz/avery-park-silver-spring
Lenox Club,401 12th St S,Arlington,VA,22202,+1-877-635-6865,"401 12th St S,Pentagon City,Arlington, VA 22202",3.5,17,http://www.yelp.com/biz/lenox-club-arlington
Park Ellison Apartments,1700 Harvard St NW,Washington,DC,20009,+1-202-234-3636,"1700 Harvard St NW,Washington, DC 20009",1.0,1,http://www.yelp.com/biz/park-ellison-apartments-washington
Cypress Creek Apartments,5603 Cypress Creek Drive,Hyattsville,MD,20782,+1-888-348-9803,"5603 Cypress Creek Drive,Hyattsville, MD 20782",1.5,3,http://www.yelp.com/biz/cypress-creek-apartments-hyattsville
Griffin Apartments at Petworth Metro,"3801 Georgia Ave, NW",Washington,DC,20011,+1-202-509-0434,"3801 Georgia Ave, NW,Washington, DC 20011",4.0,2,http://www.yelp.com/biz/griffin-apartments-at-petworth-metro-washington
The Newport West,1415 Rhode Island Ave NW,Washington,DC,20005,+1-202-265-5283,"1415 Rhode Island Ave NW,Logan Circle,Washington, DC 20005",1.0,1,http://www.yelp.com/biz/the-newport-west-washington
The Phoenix at Clarendon Metro,1020 N Highland St,Arlington,VA,22201,+1-703-891-2600,"1020 N Highland St,Clarendon,Arlington, VA 22201",5.0,1,http://www.yelp.com/biz/the-phoenix-at-clarendon-metro-arlington
2000 Connecticut Av,2000 Connecticut Ave NW,Washington,DC,20008,+1-202-232-3000,"2000 Connecticut Ave NW,Kalorama,Washington, DC 20008",3.0,1,http://www.yelp.com/biz/2000-connecticut-av-washington
William C Smith,1100 New Jersey Ave SE,Washington,DC,20003,+1-202-371-1220,"1100 New Jersey Ave SE,Ste 1000,Navy Yard,Washington, DC 20003",2.5,5,http://www.yelp.com/biz/william-c-smith-washington-2
2001 Clarendon,2001 Clarendon Blvd,Arlington,VA,22201,+1-703-807-2001,"2001 Clarendon Blvd,Rosslyn,Arlington, VA 22201",4.5,2,http://www.yelp.com/biz/2001-clarendon-arlington
Letterman House,2030 F S NW,Washington,DC,20006,+1-202-250-5068,"2030 F S NW,Foggy Bottom,Washington, DC 20006",3.0,1,http://www.yelp.com/biz/letterman-house-washington
Lyon Place At Clarendon Center,1200 N Garfield St,Arlington,VA,22201,+1-703-562-1600,"1200 N Garfield St,Clarendon,Arlington, VA 22201",4.5,2,http://www.yelp.com/biz/lyon-place-at-clarendon-center-arlington
Parke Laurel Apartments,13178 Larchdale Rd,Laurel,MD,20708,+1-866-829-6925,"13178 Larchdale Rd,Ste 3,Laurel, MD 20708",2.0,1,http://www.yelp.com/biz/parke-laurel-apartments-laurel
2112 New Hampshire Apartments,2112 New Hampshire Ave NW,Washington,DC,20009,+1-202-462-6004,"2112 New Hampshire Ave NW,Washington, DC 20009",1.5,10,http://www.yelp.com/biz/2112-new-hampshire-apartments-washington
Avery Row Apartments,1200 N Rolfe St,Arlington,VA,22209,+1-888-450-6471,"1200 N Rolfe St,Arlington, VA 22209",3.0,7,http://www.yelp.com/biz/avery-row-apartments-arlington
4801 Connecticut Avenue NW,4801 Connecticut Ave NW,Washington,DC,20008,+1-202-966-5900,"4801 Connecticut Ave NW,Van Ness/Forest Hills,Washington, DC 20008",2.5,4,http://www.yelp.com/biz/4801-connecticut-avenue-nw-washington
Tellus Apartments,2009 14 St N,Arlington,VA,22201,+1-866-995-7544,"2009 14 St N,Court House,Arlington, VA 22201",3.5,13,http://www.yelp.com/biz/tellus-apartments-arlington
The Mark At Brickyard,12401 Brickyard Blvd,Beltsville,MD,20705,+1-240-264-1508,"12401 Brickyard Blvd,Beltsville, MD 20705",2.0,9,http://www.yelp.com/biz/the-mark-at-brickyard-beltsville
The Promenade,5225 Pooks Hill Rd,Bethesda,MD,20814,+1-301-530-7200,"5225 Pooks Hill Rd,Bethesda, MD 20814",3.0,8,http://www.yelp.com/biz/the-promenade-bethesda
Northumberland Apts,2039 New Hampshire Avenue NW,Washington,DC,20009,+1-202-462-3280,"2039 New Hampshire Avenue NW,U Street Corridor,Washington, DC 20009",3.0,1,http://www.yelp.com/biz/northumberland-apts-washington
Idaho Terrace,"3040 Idaho Ave, NW",Washington,DC,20016,+1-202-363-6600,"3040 Idaho Ave, NW,Washington, DC 20016",2.5,3,http://www.yelp.com/biz/idaho-terrace-washington
Majestic,3200 16th St NW,Washington,DC,20010,+1-202-332-6400,"3200 16th St NW,Mount Pleasant,Washington, DC 20010",3.5,2,http://www.yelp.com/biz/majestic-washington-2
Quincy Plaza,3900 Fairfax Drive,Arlington,VA,22203,+1-703-312-0700,"3900 Fairfax Drive,Virginia Square,Arlington, VA 22203",4.0,9,http://www.yelp.com/biz/quincy-plaza-arlington
Mosaic at Largo Station Apartments,8831 Lottsford Road,Largo,MD,20774,+1-301-333-1280,"8831 Lottsford Road,Largo, MD 20774",1.5,4,http://www.yelp.com/biz/mosaic-at-largo-station-apartments-largo
Rosslyn Heights,1804 N Quinn St,Arlington,VA,22209,+1-703-522-0700,"1804 N Quinn St,Rosslyn,Arlington, VA 22209",3.5,8,http://www.yelp.com/biz/rosslyn-heights-arlington
Claridge House,2445 Lyttonsville Rd,Silver Spring,MD,20910,+1-301-585-2332,"2445 Lyttonsville Rd,Silver Spring, MD 20910",2.5,2,http://www.yelp.com/biz/claridge-house-silver-spring
Gramax Towers,8060 13th St,Silver Spring,MD,20910,+1-301-565-8885,"8060 13th St,Silver Spring, MD 20910",4.0,1,http://www.yelp.com/biz/gramax-towers-silver-spring
River Place South,1011 Arlington Blvd,Arlington,VA,22209,+1-703-528-3555,"1011 Arlington Blvd,Ste 350,Rosslyn,Arlington, VA 22209",3.5,7,http://www.yelp.com/biz/river-place-south-arlington
Instrata Pentagon City,901 15th St S,Arlington,VA,22202,+1-888-502-0214,"901 15th St S,Pentagon City,Arlington, VA 22202",3.5,8,http://www.yelp.com/biz/instrata-pentagon-city-arlington-2
Wisconsin Place Apartments,4440 Willard Ave,Chevy Chase,MD,20815,+1-301-215-5990,"4440 Willard Ave,Chevy Chase, MD 20815",5.0,1,http://www.yelp.com/biz/wisconsin-place-apartments-chevy-chase
The View at Liberty Center,4000 Wilson Blvd,Arlington,VA,22203,+1-703-239-6849,"4000 Wilson Blvd,Ballston,Arlington, VA 22203",4.5,6,http://www.yelp.com/biz/the-view-at-liberty-center-arlington-2
Park Ritchie,7600 Maple Ave,Takoma Park,MD,20912,+1-301-270-3100,"7600 Maple Ave,Takoma Park, MD 20912",1.0,1,http://www.yelp.com/biz/park-ritchie-takoma-park
River Place,1111 Arlington Blvd,Arlington,VA,22209,+1-703-527-1728,"1111 Arlington Blvd,Rosslyn,Arlington, VA 22209",3.0,15,http://www.yelp.com/biz/river-place-arlington-2
Carmel Plaza Apartments,200 K St NW,Washington,DC,20001,+1-202-898-0660,"200 K St NW,Washington, DC 20001",2.5,3,http://www.yelp.com/biz/carmel-plaza-apartments-washington
Bristol House,1400 20th St NW,Washington,DC,20036,+1-202-296-4177,"1400 20th St NW,Dupont Circle,Washington, DC 20036",3.5,10,http://www.yelp.com/biz/bristol-house-washington
Capitol East Partners,816 E St NE,Washington,DC,20002,+1-202-543-8889,"816 E St NE,Washington, DC 20002",1.5,7,http://www.yelp.com/biz/capitol-east-partners-washington
The Washington House,2120 16th Street NW,Washington,DC,20009,+1-202-387-6000,"2120 16th Street NW,Washington, DC 20009",4.0,5,http://www.yelp.com/biz/the-washington-house-washington
Edgemont at Bethesda Metro Apartments,4903 Edgemoor Ln,Bethesda,MD,20814,+1-301-654-2129,"4903 Edgemoor Ln,Bethesda, MD 20814",3.0,2,http://www.yelp.com/biz/edgemont-at-bethesda-metro-apartments-bethesda-2
Park Crest,"2324 41st St, NW",Washington,DC,20007,+1-202-337-9511,"2324 41st St, NW,Glover Park,Washington, DC 20007",3.0,4,http://www.yelp.com/biz/park-crest-washington
Diplomat,"2420 16th St, NW",Washington,DC,20009,+1-202-483-5663,"2420 16th St, NW,Washington, DC 20009",2.5,2,http://www.yelp.com/biz/diplomat-washington
Del Ray Central,3051 Mt Vernon Ave,Alexandria,VA,22305,+1-571-312-8138,"3051 Mt Vernon Ave,Alexandria, VA 22305",5.0,8,http://www.yelp.com/biz/del-ray-central-alexandria
The Kenwood,5101 River Rd,Bethesda,MD,20816,+1-301-657-3626,"5101 River Rd,Bethesda, MD 20816",4.0,1,http://www.yelp.com/biz/the-kenwood-bethesda
Yuma Gardens Apartments,3435 Yuma St NW,Washington,DC,20008,+1-202-362-4200,"3435 Yuma St NW,Van Ness/Forest Hills,Washington, DC 20008",2.0,4,http://www.yelp.com/biz/yuma-gardens-apartments-washington
Concord Crystal City,2600 Crystal Drive,Arlington,VA,22202,+1-703-595-4719,"2600 Crystal Drive,Crystal City,Arlington, VA 22202",3.5,13,http://www.yelp.com/biz/concord-crystal-city-arlington-2
Jefferson at Inigos Crossing,5405 Tuckerman Ln,N Bethesda,MD,20852,+1-301-897-3737,"5405 Tuckerman Ln,N Bethesda, MD 20852",2.5,11,http://www.yelp.com/biz/jefferson-at-inigos-crossing-n-bethesda
2620 16th Street,2620 16th Street NW,Washington,DC,20009,+1-202-332-4422,"2620 16th Street NW,Washington, DC 20009",2.5,2,http://www.yelp.com/biz/2620-16th-street-washington
4701 Willard Apartments,4701 Willard Avenue,Chevy Chase,MD,20815,+1-301-652-1930,"4701 Willard Avenue,Chevy Chase, MD 20815",2.0,16,http://www.yelp.com/biz/4701-willard-apartments-chevy-chase-2
Grosvenor House,10101 Grosvenor Pl,Rockville,MD,20852,+1-301-493-5300,"10101 Grosvenor Pl,Rockville, MD 20852",2.5,4,http://www.yelp.com/biz/grosvenor-house-rockville
PerSei Apartments,900 PerSei Place,North Bethesda,MD,20852,+1-301-637-0504,"900 PerSei Place,North Bethesda, MD 20852",3.5,6,http://www.yelp.com/biz/persei-apartments-north-bethesda
Promenade Apartments,1884 Columbia Road NW,Washington,DC,20009,+1-202-232-7400,"1884 Columbia Road NW,Washington, DC 20009",2.5,4,http://www.yelp.com/biz/promenade-apartments-washington
The Chesapeake,4607 Connecticut Ave NW,Washington,DC,20008,+1-202-244-9600,"4607 Connecticut Ave NW,Van Ness/Forest Hills,Washington, DC 20008",2.5,3,http://www.yelp.com/biz/the-chesapeake-washington
Forty-Six Twenty N Park Ave Condominium Assctn,4620 N Park Ave,Chevy Chase,MD,20815,+1-301-654-7636,"4620 N Park Ave,Chevy Chase, MD 20815",3.5,3,http://www.yelp.com/biz/forty-six-twenty-n-park-ave-condominium-assctn-chevy-chase
Riverside Condominium,1425 4th Street SW Ofc,Washington,DC,20024,+1-202-554-5510,"1425 4th Street SW Ofc,Washington, DC 20024",5.0,1,http://www.yelp.com/biz/riverside-condominium-washington
2201 Wilson Apartments,2201 Wilson Blvd,Arlington,VA,22201,+1-703-248-0200,"2201 Wilson Blvd,Court House,Arlington, VA 22201",2.5,6,http://www.yelp.com/biz/2201-wilson-apartments-arlington
Lex at Waterfront Station,1151 4th St SW,Washington,DC,20024,+1-202-554-3200,"1151 4th St SW,Washington, DC 20024",3.0,1,http://www.yelp.com/biz/lex-at-waterfront-station-washington
Observatory of Georgetown the-A Condominium,2111 Wisconsin Ave NW,Washington,DC,20007,+1-202-337-4903,"2111 Wisconsin Ave NW,Washington, DC 20007",2.0,1,http://www.yelp.com/biz/observatory-of-georgetown-the-a-condominium-washington
Springvale Terrace Retirement Community Apartments,8505 Springvale Rd,Silver Spring,MD,20910,+1-301-587-0190,"8505 Springvale Rd,Silver Spring, MD 20910",2.0,2,http://www.yelp.com/biz/springvale-terrace-retirement-community-apartments-silver-spring
Sedgwick Gardens Apartments,3726 Connecticut Ave NW,Washington,DC,20008,+1-855-858-0409,"3726 Connecticut Ave NW,Cleveland Park,Washington, DC 20008",2.0,1,http://www.yelp.com/biz/sedgwick-gardens-apartments-washington
1630 R Street Apartments,1630 R St NW,Washington,DC,20009,+1-202-265-1630,"1630 R St NW,Dupont Circle,Washington, DC 20009",3.0,1,http://www.yelp.com/biz/1630-r-street-apartments-washington
Dorchester House,2480 16th St NW,Washington,DC,20009,+1-202-667-3600,"2480 16th St NW,Washington, DC 20009",3.0,4,http://www.yelp.com/biz/dorchester-house-washington
Meridian at Courthouse Commons,1401 N Taft St,Arlington,VA,22201,+1-571-297-9514,"1401 N Taft St,Court House,Arlington, VA 22201",2.5,21,http://www.yelp.com/biz/meridian-at-courthouse-commons-arlington
Randle Hill Apartments,3300 6th St SE,Washington,DC,20032,+1-202-561-1200,"3300 6th St SE,Washington, DC 20032",5.0,1,http://www.yelp.com/biz/randle-hill-apartments-washington
Hanover Apartments,7232 Hanover Pkwy,Greenbelt,MD,20770,+1-866-461-9325,"7232 Hanover Pkwy,Greenbelt, MD 20770",1.0,2,http://www.yelp.com/biz/hanover-apartments-greenbelt
Camden Potomac Yard,3535 S. Ball Street,Arlington,VA,22202,+1-866-936-5409,"3535 S. Ball Street,Crystal City,Arlington, VA 22202",4.5,4,http://www.yelp.com/biz/camden-potomac-yard-arlington
Avalon Ballston Place,901 N Pollard St,Arlington,VA,22203,+1-571-302-7997,"901 N Pollard St,Virginia Square,Arlington, VA 22203",4.0,7,http://www.yelp.com/biz/avalon-ballston-place-arlington
Westchester Rockville Station Apartments,100 First St.,Rockville,MD,20851,+1-240-314-0421,"100 First St.,Rockville, MD 20851",4.0,4,http://www.yelp.com/biz/westchester-rockville-station-apartments-rockville-2
eaves Tunlaw Gardens,3903 Davis Pl. NW,Washington,DC,20007,+1-202-803-8872,"3903 Davis Pl. NW,Glover Park,Washington, DC 20007",2.0,4,http://www.yelp.com/biz/eaves-tunlaw-gardens-washington-2
Sedona & Slate Apartments,1510 Clarendon Blvd,Arlington,VA,22209,+1-703-566-9670,"1510 Clarendon Blvd,Rosslyn,Arlington, VA 22209",2.5,13,http://www.yelp.com/biz/sedona-and-slate-apartments-arlington
The Lansburgh,425 8th St NW,Washington,DC,20004,+1-202-393-1800,"425 8th St NW,Washington, DC 20004",1.0,1,http://www.yelp.com/biz/the-lansburgh-washington-2
Sherry Hall,2702 WISCONSIN Ave NW,Washington,DC,20007,+1-202-601-4237,"2702 WISCONSIN Ave NW,Washington, DC 20007",5.0,1,http://www.yelp.com/biz/sherry-hall-washington
100 Capitol Yards,100 I Street SE,Washington,DC,20003,+1-202-509-0427,"100 I Street SE,Navy Yard,Washington, DC 20003",2.5,9,http://www.yelp.com/biz/100-capitol-yards-washington
Avalon Grosvenor Tower,10301 Grosvenor Place,North Bethesda,MD,20852,+1-240-235-9858,"10301 Grosvenor Place,North Bethesda, MD 20852",2.5,5,http://www.yelp.com/biz/avalon-grosvenor-tower-north-bethesda
Howard Plaza Towers,2251 Sherman Ave NW,Washington,DC,20001,+1-202-797-7148,"2251 Sherman Ave NW,Washington, DC 20001",1.5,3,http://www.yelp.com/biz/howard-plaza-towers-washington
RiverHouse Apartments,1400 S Joyce St,Arlington,VA,22202,+1-866-828-1915,"1400 S Joyce St,Pentagon City,Arlington, VA 22202",2.5,46,http://www.yelp.com/biz/riverhouse-apartments-arlington
Hilltop House,1475 EUCLID Street NW,Washington,DC,20009,+1-202-601-4217,"1475 EUCLID Street NW,Columbia Heights,Washington, DC 20009",1.0,1,http://www.yelp.com/biz/hilltop-house-washington
Harmony Place,14909 Health Center Dr,Bowie,MD,20716,+1-301-358-0985,"14909 Health Center Dr,Bowie, MD 20716",2.5,5,http://www.yelp.com/biz/harmony-place-bowie
Park Georgetown Apartments,2100 N. Pierce Street,Arlington,VA,22209,+1-866-658-2236,"2100 N. Pierce Street,Arlington, VA 22209",3.0,12,http://www.yelp.com/biz/park-georgetown-apartments-arlington
1401 Joyce on Pentagon Row Apartments,1401 S. Joyce Street,Arlington,VA,22202,+1-703-413-0999,"1401 S. Joyce Street,Pentagon City,Arlington, VA 22202",3.0,9,http://www.yelp.com/biz/1401-joyce-on-pentagon-row-apartments-arlington
Bennett Park,1601 Clarendon Boulevard,Arlington,VA,22209,+1-888-461-1458,"1601 Clarendon Boulevard,Rosslyn,Arlington, VA 22209",3.0,4,http://www.yelp.com/biz/bennett-park-arlington-2
Lofts 590 Apartments,590 S 15th St,Arlington,VA,22202,+1-703-413-1367,"590 S 15th St,Pentagon City,Arlington, VA 22202",3.0,7,http://www.yelp.com/biz/lofts-590-apartments-arlington
Brenneman Property Services,4405 E West Hwy,Bethesda,MD,20814,+1-301-656-2000,"4405 E West Hwy,Ste 509,Bethesda, MD 20814",5.0,1,http://www.yelp.com/biz/brenneman-property-services-bethesda
The Fields of Silver Spring,2103 Hildarose Dr,Silver Spring,MD,20902,+1-301-592-1381,"2103 Hildarose Dr,Silver Spring, MD 20902",1.0,1,http://www.yelp.com/biz/the-fields-of-silver-spring-silver-spring
White Flint Place,11710 Old Georgetown Rd,Rockville,MD,20852,+1-301-230-2481,"11710 Old Georgetown Rd,Rockville, MD 20852",3.5,2,http://www.yelp.com/biz/white-flint-place-rockville
Colonial Village Apartments,1702 N Troy St Apt 830,Arlington,VA,22201,+1-703-525-5555,"1702 N Troy St Apt 830,Rosslyn,Arlington, VA 22201",3.5,3,http://www.yelp.com/biz/colonial-village-apartments-arlington
Cavendish Condominiums,600 Maryland Ave NE,Washington,DC,20002,+1-202-544-2486,"600 Maryland Ave NE,Capitol Hill,Washington, DC 20002",1.0,2,http://www.yelp.com/biz/cavendish-condominiums-washington
Chevy Chase Lake Apts North,3710 Manor Rd,Chevy Chase,MD,20815,+1-301-654-4100,"3710 Manor Rd,Chevy Chase, MD 20815",4.0,1,http://www.yelp.com/biz/chevy-chase-lake-apts-north-chevy-chase
1800 Oak Apartments,1800 N Oak St,Arlington,VA,22209,+1-703-527-2006,"1800 N Oak St,Rosslyn,Arlington, VA 22209",2.0,5,http://www.yelp.com/biz/1800-oak-apartments-arlington
Halstead Arlington,1028 S Walter Reed Dr,Arlington,VA,22204,+1-703-595-2289,"1028 S Walter Reed Dr,Columbia Heights,Arlington, VA 22204",3.5,10,http://www.yelp.com/biz/halstead-arlington-arlington-2
The Eclipse On Center Park Condominiums,3600 S Glebe Rd,Arlington,VA,22202,+1-703-412-9373,"3600 S Glebe Rd,Crystal City,Arlington, VA 22202",4.5,3,http://www.yelp.com/biz/the-eclipse-on-center-park-condominiums-arlington
Stevens Walk,10407 46th Ave,Beltsville,MD,20705,+1-301-937-8398,"10407 46th Ave,Beltsville, MD 20705",1.0,1,http://www.yelp.com/biz/stevens-walk-beltsville
Potomac Park,"510 21st St, NW",Washington,DC,20006,+1-202-337-5252,"510 21st St, NW,Foggy Bottom,Washington, DC 20006",1.0,1,http://www.yelp.com/biz/potomac-park-washington
Post Pentagon Row,1201 South Joyce Street,Arlington,VA,22202,+1-844-498-5477,"1201 South Joyce Street,Suite C-1,Pentagon City,Arlington, VA 22202",3.0,6,http://www.yelp.com/biz/post-pentagon-row-arlington
Rhapsody Condominiums,2120 Vermont Ave NW,Washington,DC,20001,+1-205-506-1607,"2120 Vermont Ave NW,Washington, DC 20001",2.0,2,http://www.yelp.com/biz/rhapsody-condominiums-washington
Briarwood Place,8800 Hunting Ln,Laurel,MD,20708,+1-301-497-8940,"8800 Hunting Ln,Laurel, MD 20708",2.0,4,http://www.yelp.com/biz/briarwood-place-laurel
The Arcadian Silver Spring,13615 Colgate Way,Silver Spring,MD,20904,+1-301-890-2020,"13615 Colgate Way,Silver Spring, MD 20904",1.0,1,http://www.yelp.com/biz/the-arcadian-silver-spring-silver-spring-2
Gables 12 Twenty One,1221 North Pierce Street,Arlington,VA,22209,+1-866-960-6811,"1221 North Pierce Street,Arlington, VA 22209",2.5,3,http://www.yelp.com/biz/gables-12-twenty-one-arlington
London and Normandy House,1701 N Kent St,Arlington,VA,22209,+1-888-442-9140,"1701 N Kent St,Rosslyn,Arlington, VA 22209",2.0,6,http://www.yelp.com/biz/london-and-normandy-house-arlington-2
Aldon Management,4740 Bradley Blvd,Chevy Chase,MD,20815,+1-301-656-7626,"4740 Bradley Blvd,Chevy Chase, MD 20815",2.0,13,http://www.yelp.com/biz/aldon-management-chevy-chase
Gelmarc Towers,1930 Columbia Rd NW,Washington,DC,20009,+1-202-265-5377,"1930 Columbia Rd NW,Washington, DC 20009",1.5,2,http://www.yelp.com/biz/gelmarc-towers-washington
The Millennium at Metropolitan Park,1330 S Fair St,Arlington,VA,22202,+1-703-486-0005,"1330 S Fair St,Pentagon City,Arlington, VA 22202",3.0,14,http://www.yelp.com/biz/the-millennium-at-metropolitan-park-arlington
Tiber Island Cooperative Homes,429 N Street SW Ofc,Washington,DC,20024,+1-202-554-4844,"429 N Street SW Ofc,Washington, DC 20024",5.0,2,http://www.yelp.com/biz/tiber-island-cooperative-homes-washington
Courtland Park,2500 Clarendon Boulevard,Arlington,VA,22201,+1-703-243-9700,"2500 Clarendon Boulevard,Arlington, VA 22201",3.0,8,http://www.yelp.com/biz/courtland-park-arlington
The Villages At Morgan Metro,8251 Ridgefield Blvd,Landover,MD,20785,+1-301-336-4060,"8251 Ridgefield Blvd,Landover, MD 20785",2.0,8,http://www.yelp.com/biz/the-villages-at-morgan-metro-landover
Chevy Chase Lake Apts South,3719 Chevy Chase Lake Dr,Chevy Chase,MD,20815,+1-301-654-3035,"3719 Chevy Chase Lake Dr,Chevy Chase, MD 20815",1.0,1,http://www.yelp.com/biz/chevy-chase-lake-apts-south-chevy-chase
Carmel Midtown Square,4400-A Telfair Blvd,Camp Springs,MD,20746,+1-855-234-8846,"4400-A Telfair Blvd,Camp Springs, MD 20746",2.5,2,http://www.yelp.com/biz/carmel-midtown-square-camp-springs
Avalon Russett,8185 Scenic Meadow Dr,Laurel,MD,20724,+1-240-294-5882,"8185 Scenic Meadow Dr,Laurel, MD 20724",3.0,4,http://www.yelp.com/biz/avalon-russett-laurel
Avalon at Grosvenor Station,10306 Strathmore Hall St,Rockville,MD,20852,+1-240-235-9859,"10306 Strathmore Hall St,Rockville, MD 20852",2.0,18,http://www.yelp.com/biz/avalon-at-grosvenor-station-rockville
Miramont Apartments,6040 California Cir,Rockville,MD,20852,+1-301-770-9696,"6040 California Cir,Rockville, MD 20852",3.5,6,http://www.yelp.com/biz/miramont-apartments-rockville
Lexington Square Condominiums,3830 9th St N,Arlington,VA,22203,+1-703-465-2322,"3830 9th St N,Virginia Square,Arlington, VA 22203",4.0,7,http://www.yelp.com/biz/lexington-square-condominiums-arlington
Peppertree Farm,14120 Weeping Willow Drive,Silver Spring,MD,20906,+1-301-460-4020,"14120 Weeping Willow Drive,Silver Spring, MD 20906",2.5,7,http://www.yelp.com/biz/peppertree-farm-silver-spring
Bainbridge Bethesda,4918 St. Elmo Ave,Bethesda,MD,20814,+1-240-743-2820,"4918 St. Elmo Ave,Bethesda, MD 20814",2.0,5,http://www.yelp.com/biz/bainbridge-bethesda-bethesda-4
Timberlawn Crescent,5707 Luxemburg Street,North Bethesda,MD,20852,+1-301-768-4676,"5707 Luxemburg Street,North Bethesda, MD 20852",4.0,1,http://www.yelp.com/biz/timberlawn-crescent-north-bethesda-2
Berkshire Apartments,4201 Massachusetts Ave NW,Washington,DC,20016,+1-202-362-4200,"4201 Massachusetts Ave NW,Washington, DC 20016",1.0,2,http://www.yelp.com/biz/berkshire-apartments-washington-2
4000 Massachusetts,4000 Massachusetts Ave NW,Washington,DC,20016,+1-888-372-6150,"4000 Massachusetts Ave NW,Washington, DC 20016",2.0,13,http://www.yelp.com/biz/4000-massachusetts-washington-2
Avalon At Foxhall,4100 Massachusetts Ave NW,Washington,DC,20016,+1-202-350-9435,"4100 Massachusetts Ave NW,Washington, DC 20016",2.5,4,http://www.yelp.com/biz/avalon-at-foxhall-washington
The Remington Executive Suites,601 24th St NW,Washington,DC,20037,+1-202-223-4512,"601 24th St NW,Foggy Bottom,Washington, DC 20037",4.0,1,http://www.yelp.com/biz/the-remington-executive-suites-washington
Dupont West Condominium Association,2141 P St NW,Washington,DC,20037,+1-202-775-9425,"2141 P St NW,Washington, DC 20037",5.0,1,http://www.yelp.com/biz/dupont-west-condominium-association-washington
Virginia Square Apartments,901 N Nelson St,Arlington,VA,22203,+1-703-312-5199,"901 N Nelson St,Virginia Square,Arlington, VA 22203",3.0,9,http://www.yelp.com/biz/virginia-square-apartments-arlington-2
Fillmore Garden Apartments,805 S Walter Reed Dr,Arlington,VA,22204,+1-703-920-5477,"805 S Walter Reed Dr,Arlington, VA 22204",4.0,9,http://www.yelp.com/biz/fillmore-garden-apartments-arlington
Legum & Norman,3130 Fairview Park Dr,Falls Church,VA,22042,+1-703-600-6000,"3130 Fairview Park Dr,Ste 200,Falls Church, VA 22042",1.5,30,http://www.yelp.com/biz/legum-and-norman-falls-church-3
Archstone Dupont Circle Apartments,1616 18th St NW,Washington,DC,20009,+1-202-332-9500,"1616 18th St NW,Dupont Circle,Washington, DC 20009",1.0,2,http://www.yelp.com/biz/corcoran-house-at-dupont-circle-apartments-washington-4
Argonne Apartment,1629 Columbia Rd NW,Washington,DC,20009,+1-202-462-6600,"1629 Columbia Rd NW,Washington, DC 20009",2.5,6,http://www.yelp.com/biz/argonne-apartment-washington
White Oak Gardens,11600 Lockwood Dr Ste 104,Silver Spring,MD,20904,+1-301-593-6244,"11600 Lockwood Dr Ste 104,Silver Spring, MD 20904",1.5,3,http://www.yelp.com/biz/white-oak-gardens-silver-spring
Glenmont Forest Apartments Rental,2386 Glenmont Cir,Silver Spring,MD,20902,+1-301-949-8787,"2386 Glenmont Cir,Silver Spring, MD 20902",1.0,1,http://www.yelp.com/biz/glenmont-forest-apartments-rental-silver-spring
The Crest at Congressional Plaza Apartments,1620 East Jefferson Street,Rockville,MD,20852,+1-301-762-2120,"1620 East Jefferson Street,Rockville, MD 20852",3.5,4,http://www.yelp.com/biz/the-crest-at-congressional-plaza-apartments-rockville
The Alaire Apartments,1101 Higgins Place,Rockville,MD,20852,+1-301-770-4440,"1101 Higgins Place,Rockville, MD 20852",2.0,7,http://www.yelp.com/biz/the-alaire-apartments-rockville
The Parkwest Apartments,2929 Connecticut Ave NW,Washington,DC,20008,+1-855-858-0409,"2929 Connecticut Ave NW,Woodley Park,Washington, DC 20008",3.0,1,http://www.yelp.com/biz/the-parkwest-apartments-washington
Elizabeth Condominium Apartments,4601 N Park Ave Ste 12,Chevy Chase,MD,20815,+1-301-652-1797,"4601 N Park Ave Ste 12,Chevy Chase, MD 20815",2.0,1,http://www.yelp.com/biz/elizabeth-condominium-apartments-chevy-chase
Elaine Apartments,3210 Wisconsin Ave NW,Washington,DC,20016,+1-202-363-8282,"3210 Wisconsin Ave NW,Washington, DC 20016",4.0,5,http://www.yelp.com/biz/elaine-apartments-washington
Laurel Manor Apts,810 Kay Ct,Laurel,MD,20707,+1-301-953-8836,"810 Kay Ct,Laurel, MD 20707",1.0,1,http://www.yelp.com/biz/laurel-manor-apts-laurel
The Palatine,1301 N Troy St,Arlington,VA,22201,+1-888-667-5148,"1301 N Troy St,Court House,Arlington, VA 22201",2.0,10,http://www.yelp.com/biz/the-palatine-arlington-3
